BULTEN_TARIHI,MAL_TIPI,MAL_ADI,BIRIM,ASGARI_FIYAT,AZAMI_UCRET,ORTALAMA_UCRET
07/25/2025,SEBZE,Y.NANE,BAĞ,3,8.0,5.5
07/25/2025,SEBZE,Y.ROKA,BAĞ,3,8.0,5.5
07/25/2025,SEBZE,ARMUT  DEVECI,KG,50,80.0,65.0
07/25/2025,SEBZE,ARMUT  S.MARIA,KG,90,130.0,110.0
07/25/2025,SEBZE,CILEK,KG,100,200.0,150.0
07/25/2025,SEBZE,ELMA  DİĞER,KG,40,80.0,60.0
07/25/2025,SEBZE,ELMA  STARKING,KG,45,80.0,62.5
07/25/2025,SEBZE,ERİK  ANJELIKA,KG,40,70.0,55.0
07/25/2025,SEBZE,GREYFURT,KG,70,120.0,95.0
07/25/2025,SEBZE,KAYISI ,KG,40,100.0,70.0
07/25/2025,SEBZE,KIVI  ,KG,100,200.0,150.0
07/25/2025,SEBZE,LİMON LAMAS,KG,70,140.0,105.0
07/25/2025,SEBZE,NEKTARIN  BEYAZ,KG,75,110.0,92.5
07/25/2025,SEBZE,PORTAKAL  ,KG,30,70.0,50.0
07/25/2025,SEBZE,ÜZÜM  BEYAZ,KG,60,110.0,85.0
07/25/2025,SEBZE,VISNE,KG,130,220.0,175.0
07/25/2025,SEBZE,ANANAS,ADET,70,100.0,85.0
07/25/2025,SEBZE,HINDISTAN CEVIZI,ADET,30,80.0,55.0
07/25/2025,SEBZE,MUZ  ITHAL,KG,70,110.0,90.0
07/25/2025,SEBZE,BEZELYE,KG,10,20.0,15.0
07/25/2025,SEBZE,BİBER  KIL ACI,KG,30,65.0,47.5
07/25/2025,SEBZE,BİBER ÇARLİSTON,KG,10,30.0,20.0
07/25/2025,SEBZE,BİBER KIRMIZI(TARLA),KG,10,25.0,17.5
07/25/2025,SEBZE,BORULCE,KG,70,180.0,125.0
07/25/2025,SEBZE,DOMATES  BEEF,KG,25,40.0,32.5
07/25/2025,SEBZE,DOMATES  TARLA,KG,5,15.0,10.0
07/25/2025,SEBZE,DOMATES CHERRY,KG,40,70.0,55.0
07/25/2025,SEBZE,DOMATES (KOKTEYL),KG,40,75.0,57.5
07/25/2025,SEBZE,DOMATES SALÇALIK(RİO),KG,4,13.0,8.5
07/25/2025,SEBZE,FASULYE   AYSE,KG,50,110.0,80.0
07/25/2025,SEBZE,FASULYE CİNO,KG,25,40.0,32.5
07/25/2025,SEBZE,HAVUÇ(TAKOZ),KG,10,20.0,15.0
07/25/2025,SEBZE,KABAK  BAL,KG,50,80.0,65.0
07/25/2025,SEBZE,KARPUZ,KG,3,10.0,6.5
07/25/2025,SEBZE,LAHANA  BEYAZ,KG,10,25.0,17.5
07/25/2025,SEBZE,MANTAR,KG,80,180.0,130.0
07/25/2025,SEBZE,MARUL AYSBERG,ADET,10,20.0,15.0
07/25/2025,SEBZE,MARUL LOLOROSSO,ADET,10,25.0,17.5
07/25/2025,SEBZE,PATATES  CALMA,KG,10,19.0,14.5
07/25/2025,SEBZE,PATLICAN  UZUN,KG,10,25.0,17.5
07/25/2025,SEBZE,PAZI,ADET,10,25.0,17.5
07/25/2025,SEBZE,SALATALIK  SİLOR,KG,7,25.0,16.0
07/25/2025,SEBZE,SEMIZ OTU,ADET,5,17.0,11.0
07/25/2025,SEBZE,SOĞAN   KURU,KG,5,14.0,9.5
07/25/2025,SEBZE,TURP  KIRMIZI,KG,10,30.0,20.0
07/25/2025,SEBZE,Y.MAYDONOZ,BAĞ,3,8.0,5.5
07/25/2025,SEBZE,Y.REYHAN,ADET,8,20.0,14.0
07/25/2025,SEBZE,Y.TERE,BAĞ,3,8.0,5.5
07/25/2025,SEBZE,ARMUT  DİĞER,KG,50,100.0,75.0
07/25/2025,SEBZE,ARMUT AKÇA,KG,90,150.0,120.0
07/25/2025,SEBZE,DARI(ADET),ADET,5,15.0,10.0
07/25/2025,SEBZE,ELMA  GOLDEN,KG,40,60.0,50.0
07/25/2025,SEBZE,ELMA GSMİT,KG,50,120.0,85.0
07/25/2025,SEBZE,ERİK DİĞER,KG,50,280.0,165.0
07/25/2025,SEBZE,INCIR,KG,150,350.0,250.0
07/25/2025,SEBZE,KIRAZ  ,KG,300,650.0,475.0
07/25/2025,SEBZE,LİMON DİĞER ,KG,70,130.0,100.0
07/25/2025,SEBZE,MUZ  YERLI,KG,45,80.0,62.5
07/25/2025,SEBZE,NEKTARIN KIRMIZI,KG,60,110.0,85.0
07/25/2025,SEBZE,ŞEFTALI,KG,60,100.0,80.0
07/25/2025,SEBZE,ÜZÜM  SİYAH,KG,70,100.0,85.0
07/25/2025,SEBZE,AVAKADO,ADET,50,90.0,70.0
07/25/2025,SEBZE,MANGO,ADET,35,75.0,55.0
07/25/2025,SEBZE,ZENCEFİL,KG,110,220.0,165.0
07/26/2025,SEBZE,BARBUNYA TAZE,KG,70,140.0,105.0
07/26/2025,SEBZE,BİBER  DOLMA,KG,10,30.0,20.0
07/26/2025,SEBZE,BİBER  SİVRİ,KG,15,60.0,37.5
07/26/2025,SEBZE,BİBER KIRMIZI,KG,30,70.0,50.0
07/26/2025,SEBZE,BİBER KÖY(MAZO),KG,10,35.0,22.5
07/26/2025,SEBZE,DENIZ BÖRÜLCESİ,ADET,10,25.0,17.5
07/26/2025,SEBZE,DOMATES  SALKIM,KG,15,30.0,22.5
07/26/2025,SEBZE,DOMATES BEEF(İYİ TARIM),KG,30,50.0,40.0
07/26/2025,SEBZE,DOMATES (DİĞER),KG,15,50.0,32.5
07/26/2025,SEBZE,DOMATES PEMBE,KG,30,60.0,45.0
07/26/2025,SEBZE,DOMATES SALKIM  (İYİ TARIM),KG,20,45.0,32.5
07/26/2025,SEBZE,FASULYE   CALI,KG,40,100.0,70.0
07/26/2025,SEBZE,HAVUÇ,KG,15,30.0,22.5
07/26/2025,SEBZE,ISPANAK,KG,10,40.0,25.0
07/26/2025,SEBZE,KABAK TAZE,KG,10,40.0,25.0
07/26/2025,SEBZE,KAVUN DİĞER,KG,10,25.0,17.5
07/26/2025,SEBZE,LAHANA  KIRMIZI,KG,10,20.0,15.0
07/26/2025,SEBZE,MARUL,ADET,10,20.0,15.0
07/26/2025,SEBZE,MARUL KIVIRCIK,ADET,10,20.0,15.0
07/26/2025,SEBZE,PANCAR,KG,10,25.0,17.5
07/26/2025,SEBZE,PATATES DİĞER,KG,4,15.0,9.5
07/26/2025,SEBZE,PATLICAN TOPAN,KG,10,20.0,15.0
07/26/2025,SEBZE,SALATALIK ,KG,5,20.0,12.5
07/26/2025,SEBZE,SARIMSAK  KURU,KG,80,160.0,120.0
07/26/2025,SEBZE,SOĞAN   KIRMIZI,KG,15,45.0,30.0
07/26/2025,SEBZE,SOĞAN   TAZE,KG,25,50.0,37.5
07/26/2025,SEBZE,Y.DEREOTU,BAĞ,3,8.0,5.5
07/26/2025,SEBZE,Y.NANE,BAĞ,3,8.0,5.5
07/26/2025,SEBZE,Y.ROKA,BAĞ,3,8.0,5.5
07/26/2025,SEBZE,ARMUT  DEVECI,KG,50,100.0,75.0
07/26/2025,SEBZE,ARMUT  S.MARIA,KG,90,120.0,105.0
07/26/2025,SEBZE,CILEK,KG,100,200.0,150.0
07/26/2025,SEBZE,ELMA  DİĞER,KG,40,90.0,65.0
07/26/2025,SEBZE,ELMA  STARKING,KG,45,80.0,62.5
07/26/2025,SEBZE,ERİK  ANJELIKA,KG,40,80.0,60.0
07/26/2025,SEBZE,GREYFURT,KG,70,120.0,95.0
07/26/2025,SEBZE,KAYISI ,KG,40,100.0,70.0
07/26/2025,SEBZE,LİMON DİĞER ,KG,70,140.0,105.0
07/26/2025,SEBZE,MUZ  YERLI,KG,45,75.0,60.0
07/26/2025,SEBZE,NEKTARIN KIRMIZI,KG,70,120.0,95.0
07/26/2025,SEBZE,ŞEFTALI,KG,60,100.0,80.0
07/26/2025,SEBZE,ÜZÜM  SİYAH,KG,70,110.0,90.0
07/26/2025,SEBZE,ANANAS,ADET,70,110.0,90.0
07/26/2025,SEBZE,HINDISTAN CEVIZI,ADET,50,80.0,65.0
07/26/2025,SEBZE,MUZ  ITHAL,KG,70,115.0,92.5
07/26/2025,SEBZE,BEZELYE,KG,10,20.0,15.0
07/26/2025,SEBZE,BİBER  KIL ACI,KG,30,70.0,50.0
07/26/2025,SEBZE,BİBER ÇARLİSTON,KG,10,35.0,22.5
07/26/2025,SEBZE,BİBER KIRMIZI(TARLA),KG,10,25.0,17.5
07/26/2025,SEBZE,BORULCE,KG,50,150.0,100.0
07/26/2025,SEBZE,DOMATES  BEEF,KG,20,40.0,30.0
07/26/2025,SEBZE,DOMATES  TARLA,KG,5,15.0,10.0
07/26/2025,SEBZE,DOMATES CHERRY,KG,40,75.0,57.5
07/26/2025,SEBZE,DOMATES (KOKTEYL),KG,40,80.0,60.0
07/26/2025,SEBZE,DOMATES SALÇALIK(RİO),KG,4,13.0,8.5
07/26/2025,SEBZE,FASULYE   AYSE,KG,50,90.0,70.0
07/26/2025,SEBZE,FASULYE CİNO,KG,25,45.0,35.0
07/26/2025,SEBZE,HAVUÇ(TAKOZ),KG,10,20.0,15.0
07/26/2025,SEBZE,KABAK  BAL,KG,35,90.0,62.5
07/26/2025,SEBZE,KARPUZ,KG,3,10.0,6.5
07/26/2025,SEBZE,LAHANA  BEYAZ,KG,10,25.0,17.5
07/26/2025,SEBZE,MANTAR,KG,80,180.0,130.0
07/26/2025,SEBZE,MARUL AYSBERG,ADET,10,25.0,17.5
07/26/2025,SEBZE,MARUL LOLOROSSO,ADET,10,25.0,17.5
07/26/2025,SEBZE,PATATES  CALMA,KG,10,19.0,14.5
07/26/2025,SEBZE,PATLICAN  UZUN,KG,15,25.0,20.0
07/26/2025,SEBZE,PAZI,ADET,10,25.0,17.5
07/26/2025,SEBZE,SALATALIK  SİLOR,KG,7,25.0,16.0
07/26/2025,SEBZE,SEMIZ OTU,ADET,5,20.0,12.5
07/26/2025,SEBZE,SOĞAN   KURU,KG,5,14.0,9.5
07/26/2025,SEBZE,TURP  KIRMIZI,KG,10,25.0,17.5
07/26/2025,SEBZE,Y.MAYDONOZ,BAĞ,3,8.0,5.5
07/26/2025,SEBZE,Y.REYHAN,ADET,8,20.0,14.0
07/26/2025,SEBZE,Y.TERE,BAĞ,3,8.0,5.5
07/26/2025,SEBZE,ARMUT  DİĞER,KG,50,100.0,75.0
07/26/2025,SEBZE,ARMUT AKÇA,KG,90,150.0,120.0
07/26/2025,SEBZE,DARI(ADET),ADET,5,15.0,10.0
07/26/2025,SEBZE,ELMA  GOLDEN,KG,40,70.0,55.0
07/26/2025,SEBZE,ELMA GSMİT,KG,50,120.0,85.0
07/26/2025,SEBZE,ERİK DİĞER,KG,50,250.0,150.0
07/26/2025,SEBZE,INCIR,KG,130,250.0,190.0
07/26/2025,SEBZE,KIVI  ,KG,100,200.0,150.0
07/26/2025,SEBZE,LİMON LAMAS,KG,70,150.0,110.0
07/26/2025,SEBZE,NEKTARIN  BEYAZ,KG,75,120.0,97.5
07/26/2025,SEBZE,PORTAKAL  ,KG,30,70.0,50.0
07/26/2025,SEBZE,ÜZÜM  BEYAZ,KG,60,120.0,90.0
07/26/2025,SEBZE,VISNE,KG,130,230.0,180.0
07/26/2025,SEBZE,AVAKADO,ADET,50,100.0,75.0
07/26/2025,SEBZE,MANGO,ADET,35,75.0,55.0
07/26/2025,SEBZE,ZENCEFİL,KG,110,220.0,165.0
07/28/2025,SEBZE,BARBUNYA TAZE,KG,70,140.0,105.0
07/28/2025,SEBZE,BİBER  DOLMA,KG,10,30.0,20.0
07/28/2025,SEBZE,BİBER  SİVRİ,KG,15,60.0,37.5
07/28/2025,SEBZE,BİBER KIRMIZI,KG,30,70.0,50.0
07/28/2025,SEBZE,BİBER KÖY(MAZO),KG,10,35.0,22.5
07/28/2025,SEBZE,DENIZ BÖRÜLCESİ,ADET,10,25.0,17.5
07/28/2025,SEBZE,DOMATES  SALKIM,KG,15,30.0,22.5
07/28/2025,SEBZE,DOMATES BEEF(İYİ TARIM),KG,30,50.0,40.0
07/28/2025,SEBZE,DOMATES (DİĞER),KG,15,50.0,32.5
07/28/2025,SEBZE,DOMATES PEMBE,KG,30,60.0,45.0
07/28/2025,SEBZE,DOMATES SALKIM  (İYİ TARIM),KG,20,45.0,32.5
07/28/2025,SEBZE,FASULYE   CALI,KG,40,100.0,70.0
07/28/2025,SEBZE,HAVUÇ,KG,15,30.0,22.5
07/28/2025,SEBZE,ISPANAK,KG,10,40.0,25.0
07/28/2025,SEBZE,KABAK TAZE,KG,10,40.0,25.0
07/28/2025,SEBZE,KAVUN DİĞER,KG,10,25.0,17.5
07/28/2025,SEBZE,LAHANA  KIRMIZI,KG,10,20.0,15.0
07/28/2025,SEBZE,MARUL,ADET,10,20.0,15.0
07/28/2025,SEBZE,MARUL KIVIRCIK,ADET,10,20.0,15.0
07/28/2025,SEBZE,PANCAR,KG,10,25.0,17.5
07/28/2025,SEBZE,PATATES DİĞER,KG,4,15.0,9.5
07/28/2025,SEBZE,PATLICAN TOPAN,KG,10,20.0,15.0
07/28/2025,SEBZE,SALATALIK ,KG,5,20.0,12.5
07/28/2025,SEBZE,SARIMSAK  KURU,KG,80,160.0,120.0
07/28/2025,SEBZE,SOĞAN   KIRMIZI,KG,15,45.0,30.0
07/28/2025,SEBZE,SOĞAN   TAZE,KG,25,50.0,37.5
07/28/2025,SEBZE,Y.DEREOTU,BAĞ,3,8.0,5.5
07/28/2025,SEBZE,Y.NANE,BAĞ,3,8.0,5.5
07/28/2025,SEBZE,Y.ROKA,BAĞ,3,8.0,5.5
07/28/2025,SEBZE,ARMUT  DEVECI,KG,50,100.0,75.0
07/28/2025,SEBZE,ARMUT  S.MARIA,KG,90,120.0,105.0
07/28/2025,SEBZE,CILEK,KG,100,200.0,150.0
07/28/2025,SEBZE,ELMA  DİĞER,KG,40,90.0,65.0
07/28/2025,SEBZE,ELMA  STARKING,KG,45,80.0,62.5
07/28/2025,SEBZE,ERİK  ANJELIKA,KG,40,80.0,60.0
07/28/2025,SEBZE,GREYFURT,KG,70,120.0,95.0
07/28/2025,SEBZE,KAYISI ,KG,40,100.0,70.0
07/28/2025,SEBZE,LİMON DİĞER ,KG,70,140.0,105.0
07/28/2025,SEBZE,MUZ  YERLI,KG,45,75.0,60.0
07/28/2025,SEBZE,NEKTARIN KIRMIZI,KG,70,120.0,95.0
07/28/2025,SEBZE,ŞEFTALI,KG,60,100.0,80.0
07/28/2025,SEBZE,ÜZÜM  SİYAH,KG,70,110.0,90.0
07/28/2025,SEBZE,ANANAS,ADET,70,110.0,90.0
07/28/2025,SEBZE,HINDISTAN CEVIZI,ADET,50,80.0,65.0
07/28/2025,SEBZE,MUZ  ITHAL,KG,70,115.0,92.5
07/28/2025,SEBZE,BEZELYE,KG,10,20.0,15.0
07/28/2025,SEBZE,BİBER  KIL ACI,KG,30,70.0,50.0
07/28/2025,SEBZE,BİBER ÇARLİSTON,KG,10,35.0,22.5
07/28/2025,SEBZE,BİBER KIRMIZI(TARLA),KG,10,25.0,17.5
07/28/2025,SEBZE,BORULCE,KG,50,150.0,100.0
07/28/2025,SEBZE,DOMATES  BEEF,KG,20,40.0,30.0
07/28/2025,SEBZE,DOMATES  TARLA,KG,5,15.0,10.0
07/28/2025,SEBZE,DOMATES CHERRY,KG,40,75.0,57.5
07/28/2025,SEBZE,DOMATES (KOKTEYL),KG,40,80.0,60.0
07/28/2025,SEBZE,DOMATES SALÇALIK(RİO),KG,4,13.0,8.5
07/28/2025,SEBZE,FASULYE   AYSE,KG,50,90.0,70.0
07/28/2025,SEBZE,FASULYE CİNO,KG,25,45.0,35.0
07/28/2025,SEBZE,HAVUÇ(TAKOZ),KG,10,20.0,15.0
07/28/2025,SEBZE,KABAK  BAL,KG,35,90.0,62.5
07/28/2025,SEBZE,KARPUZ,KG,3,10.0,6.5
07/28/2025,SEBZE,LAHANA  BEYAZ,KG,10,25.0,17.5
07/28/2025,SEBZE,MANTAR,KG,80,180.0,130.0
07/28/2025,SEBZE,MARUL AYSBERG,ADET,10,25.0,17.5
07/28/2025,SEBZE,MARUL LOLOROSSO,ADET,10,25.0,17.5
07/28/2025,SEBZE,PATATES  CALMA,KG,10,19.0,14.5
07/28/2025,SEBZE,PATLICAN  UZUN,KG,15,25.0,20.0
07/28/2025,SEBZE,PAZI,ADET,10,25.0,17.5
07/28/2025,SEBZE,SALATALIK  SİLOR,KG,7,25.0,16.0
07/28/2025,SEBZE,SEMIZ OTU,ADET,5,20.0,12.5
07/28/2025,SEBZE,SOĞAN   KURU,KG,5,14.0,9.5
07/28/2025,SEBZE,TURP  KIRMIZI,KG,10,25.0,17.5
07/28/2025,SEBZE,Y.MAYDONOZ,BAĞ,3,8.0,5.5
07/28/2025,SEBZE,Y.REYHAN,ADET,8,20.0,14.0
07/28/2025,SEBZE,Y.TERE,BAĞ,3,8.0,5.5
07/28/2025,SEBZE,ARMUT  DİĞER,KG,50,100.0,75.0
07/28/2025,SEBZE,ARMUT AKÇA,KG,90,150.0,120.0
07/28/2025,SEBZE,DARI(ADET),ADET,5,15.0,10.0
07/28/2025,SEBZE,ELMA  GOLDEN,KG,40,70.0,55.0
07/28/2025,SEBZE,ELMA GSMİT,KG,50,120.0,85.0
07/28/2025,SEBZE,ERİK DİĞER,KG,50,250.0,150.0
07/28/2025,SEBZE,INCIR,KG,130,250.0,190.0
07/28/2025,SEBZE,KIVI  ,KG,100,200.0,150.0
07/28/2025,SEBZE,LİMON LAMAS,KG,70,150.0,110.0
07/28/2025,SEBZE,NEKTARIN  BEYAZ,KG,75,120.0,97.5
07/28/2025,SEBZE,PORTAKAL  ,KG,30,70.0,50.0
07/28/2025,SEBZE,ÜZÜM  BEYAZ,KG,60,120.0,90.0
07/28/2025,SEBZE,VISNE,KG,130,230.0,180.0
07/28/2025,SEBZE,AVAKADO,ADET,50,100.0,75.0
07/28/2025,SEBZE,MANGO,ADET,35,75.0,55.0
07/28/2025,SEBZE,ZENCEFİL,KG,110,220.0,165.0
07/29/2025,SEBZE,BARBUNYA TAZE,KG,70,150.0,110.0
07/29/2025,SEBZE,BİBER  DOLMA,KG,10,35.0,22.5
07/29/2025,SEBZE,BİBER  SİVRİ,KG,15,50.0,32.5
07/29/2025,SEBZE,BİBER KIRMIZI,KG,30,60.0,45.0
07/29/2025,SEBZE,BİBER KÖY(MAZO),KG,10,35.0,22.5
07/29/2025,SEBZE,DENIZ BÖRÜLCESİ,ADET,10,25.0,17.5
07/29/2025,SEBZE,DOMATES  SALKIM,KG,15,35.0,25.0
07/29/2025,SEBZE,DOMATES BEEF(İYİ TARIM),KG,30,50.0,40.0
07/29/2025,SEBZE,DOMATES (DİĞER),KG,15,50.0,32.5
07/29/2025,SEBZE,DOMATES PEMBE,KG,30,50.0,40.0
07/29/2025,SEBZE,DOMATES SALKIM  (İYİ TARIM),KG,20,45.0,32.5
07/29/2025,SEBZE,FASULYE   CALI,KG,40,100.0,70.0
07/29/2025,SEBZE,HAVUÇ,KG,15,30.0,22.5
07/29/2025,SEBZE,ISPANAK,KG,10,40.0,25.0
07/29/2025,SEBZE,KABAK TAZE,KG,10,30.0,20.0
07/29/2025,SEBZE,KAVUN DİĞER,KG,10,25.0,17.5
07/29/2025,SEBZE,LAHANA  KIRMIZI,KG,10,20.0,15.0
07/29/2025,SEBZE,MARUL,ADET,10,23.0,16.5
07/29/2025,SEBZE,MARUL KIVIRCIK,ADET,10,25.0,17.5
07/29/2025,SEBZE,PANCAR,KG,10,25.0,17.5
07/29/2025,SEBZE,PATATES DİĞER,KG,4,15.0,9.5
07/29/2025,SEBZE,PATLICAN TOPAN,KG,10,20.0,15.0
07/29/2025,SEBZE,SALATALIK ,KG,5,20.0,12.5
07/29/2025,SEBZE,SARIMSAK  KURU,KG,80,160.0,120.0
07/29/2025,SEBZE,SOĞAN   KIRMIZI,KG,15,45.0,30.0
07/29/2025,SEBZE,SOĞAN   TAZE,KG,25,50.0,37.5
07/29/2025,SEBZE,Y.DEREOTU,BAĞ,3,8.0,5.5
07/29/2025,SEBZE,Y.NANE,BAĞ,3,8.0,5.5
07/29/2025,SEBZE,Y.ROKA,BAĞ,3,8.0,5.5
07/29/2025,SEBZE,ARMUT  DEVECI,KG,50,90.0,70.0
07/29/2025,SEBZE,ARMUT  S.MARIA,KG,90,110.0,100.0
07/29/2025,SEBZE,CILEK,KG,100,180.0,140.0
07/29/2025,SEBZE,ELMA  DİĞER,KG,40,85.0,62.5
07/29/2025,SEBZE,ELMA  STARKING,KG,45,70.0,57.5
07/29/2025,SEBZE,ERİK  ANJELIKA,KG,40,75.0,57.5
07/29/2025,SEBZE,GREYFURT,KG,70,120.0,95.0
07/29/2025,SEBZE,KAYISI ,KG,40,100.0,70.0
07/29/2025,SEBZE,LİMON DİĞER ,KG,70,140.0,105.0
07/29/2025,SEBZE,MUZ  YERLI,KG,45,70.0,57.5
07/29/2025,SEBZE,NEKTARIN KIRMIZI,KG,40,100.0,70.0
07/29/2025,SEBZE,ŞEFTALI,KG,60,120.0,90.0
07/29/2025,SEBZE,ÜZÜM  SİYAH,KG,70,110.0,90.0
07/29/2025,SEBZE,ANANAS,ADET,70,100.0,85.0
07/29/2025,SEBZE,HINDISTAN CEVIZI,ADET,50,80.0,65.0
07/29/2025,SEBZE,MUZ  ITHAL,KG,70,110.0,90.0
07/29/2025,SEBZE,BEZELYE,KG,10,30.0,20.0
07/29/2025,SEBZE,BİBER  KIL ACI,KG,30,75.0,52.5
07/29/2025,SEBZE,BİBER ÇARLİSTON,KG,10,30.0,20.0
07/29/2025,SEBZE,BİBER KIRMIZI(TARLA),KG,10,25.0,17.5
07/29/2025,SEBZE,BORULCE,KG,50,150.0,100.0
07/29/2025,SEBZE,DOMATES  BEEF,KG,20,40.0,30.0
07/29/2025,SEBZE,DOMATES  TARLA,KG,5,15.0,10.0
07/29/2025,SEBZE,DOMATES CHERRY,KG,40,70.0,55.0
07/29/2025,SEBZE,DOMATES (KOKTEYL),KG,40,80.0,60.0
07/29/2025,SEBZE,DOMATES SALÇALIK(RİO),KG,4,15.0,9.5
07/29/2025,SEBZE,FASULYE   AYSE,KG,50,90.0,70.0
07/29/2025,SEBZE,FASULYE CİNO,KG,25,50.0,37.5
07/29/2025,SEBZE,HAVUÇ(TAKOZ),KG,10,20.0,15.0
07/29/2025,SEBZE,KABAK  BAL,KG,35,90.0,62.5
07/29/2025,SEBZE,KARPUZ,KG,3,12.0,7.5
07/29/2025,SEBZE,LAHANA  BEYAZ,KG,10,25.0,17.5
07/29/2025,SEBZE,MANTAR,KG,80,180.0,130.0
07/29/2025,SEBZE,MARUL AYSBERG,ADET,10,25.0,17.5
07/29/2025,SEBZE,MARUL LOLOROSSO,ADET,10,25.0,17.5
07/29/2025,SEBZE,PATATES  CALMA,KG,10,19.0,14.5
07/29/2025,SEBZE,PATLICAN  UZUN,KG,15,25.0,20.0
07/29/2025,SEBZE,PAZI,ADET,10,25.0,17.5
07/29/2025,SEBZE,SALATALIK  SİLOR,KG,7,25.0,16.0
07/29/2025,SEBZE,SEMIZ OTU,ADET,5,20.0,12.5
07/29/2025,SEBZE,SOĞAN   KURU,KG,5,14.0,9.5
07/29/2025,SEBZE,TURP  KIRMIZI,KG,10,25.0,17.5
07/29/2025,SEBZE,Y.MAYDONOZ,BAĞ,3,8.0,5.5
07/29/2025,SEBZE,Y.REYHAN,ADET,8,20.0,14.0
07/29/2025,SEBZE,Y.TERE,BAĞ,3,8.0,5.5
07/29/2025,SEBZE,ARMUT  DİĞER,KG,50,100.0,75.0
07/29/2025,SEBZE,ARMUT AKÇA,KG,90,150.0,120.0
07/29/2025,SEBZE,DARI(ADET),ADET,5,15.0,10.0
07/29/2025,SEBZE,ELMA  GOLDEN,KG,40,60.0,50.0
07/29/2025,SEBZE,ELMA GSMİT,KG,50,110.0,80.0
07/29/2025,SEBZE,ERİK DİĞER,KG,50,200.0,125.0
07/29/2025,SEBZE,INCIR,KG,50,150.0,100.0
07/29/2025,SEBZE,KIVI  ,KG,100,250.0,175.0
07/29/2025,SEBZE,LİMON LAMAS,KG,70,140.0,105.0
07/29/2025,SEBZE,NEKTARIN  BEYAZ,KG,40,100.0,70.0
07/29/2025,SEBZE,PORTAKAL  ,KG,30,65.0,47.5
07/29/2025,SEBZE,ÜZÜM  BEYAZ,KG,60,120.0,90.0
07/29/2025,SEBZE,VISNE,KG,130,250.0,190.0
07/29/2025,SEBZE,AVAKADO,ADET,50,90.0,70.0
07/29/2025,SEBZE,MANGO,ADET,35,75.0,55.0
07/29/2025,SEBZE,ZENCEFİL,KG,110,220.0,165.0
07/30/2025,SEBZE,BARBUNYA TAZE,KG,70,150.0,110.0
07/30/2025,SEBZE,BİBER  DOLMA,KG,10,30.0,20.0
07/30/2025,SEBZE,BİBER  SİVRİ,KG,15,50.0,32.5
07/30/2025,SEBZE,BİBER KIRMIZI,KG,30,55.0,42.5
07/30/2025,SEBZE,BİBER KÖY(MAZO),KG,10,30.0,20.0
07/30/2025,SEBZE,DENIZ BÖRÜLCESİ,ADET,10,25.0,17.5
07/30/2025,SEBZE,DOMATES  SALKIM,KG,15,35.0,25.0
07/30/2025,SEBZE,DOMATES BEEF(İYİ TARIM),KG,30,50.0,40.0
07/30/2025,SEBZE,DOMATES (DİĞER),KG,15,45.0,30.0
07/30/2025,SEBZE,DOMATES PEMBE,KG,30,45.0,37.5
07/30/2025,SEBZE,DOMATES SALKIM  (İYİ TARIM),KG,20,45.0,32.5
07/30/2025,SEBZE,FASULYE   CALI,KG,40,100.0,70.0
07/30/2025,SEBZE,HAVUÇ,KG,15,30.0,22.5
07/30/2025,SEBZE,ISPANAK,KG,10,40.0,25.0
07/30/2025,SEBZE,KABAK TAZE,KG,10,30.0,20.0
07/30/2025,SEBZE,KAVUN DİĞER,KG,10,25.0,17.5
07/30/2025,SEBZE,LAHANA  KIRMIZI,KG,10,20.0,15.0
07/30/2025,SEBZE,MARUL,ADET,10,21.0,15.5
07/30/2025,SEBZE,MARUL KIVIRCIK,ADET,10,25.0,17.5
07/30/2025,SEBZE,PANCAR,KG,10,25.0,17.5
07/30/2025,SEBZE,PATATES DİĞER,KG,4,15.0,9.5
07/30/2025,SEBZE,PATLICAN TOPAN,KG,10,20.0,15.0
07/30/2025,SEBZE,SALATALIK ,KG,5,20.0,12.5
07/30/2025,SEBZE,SARIMSAK  KURU,KG,80,140.0,110.0
07/30/2025,SEBZE,SOĞAN   KIRMIZI,KG,15,45.0,30.0
07/30/2025,SEBZE,SOĞAN   TAZE,KG,25,50.0,37.5
07/30/2025,SEBZE,Y.DEREOTU,BAĞ,3,8.0,5.5
07/30/2025,SEBZE,Y.NANE,BAĞ,3,8.0,5.5
07/30/2025,SEBZE,Y.ROKA,BAĞ,3,8.0,5.5
07/30/2025,SEBZE,ARMUT  DEVECI,KG,40,65.0,52.5
07/30/2025,SEBZE,ARMUT  S.MARIA,KG,60,100.0,80.0
07/30/2025,SEBZE,CILEK,KG,100,180.0,140.0
07/30/2025,SEBZE,ELMA  DİĞER,KG,40,70.0,55.0
07/30/2025,SEBZE,ELMA  STARKING,KG,45,70.0,57.5
07/30/2025,SEBZE,ERİK  ANJELIKA,KG,30,60.0,45.0
07/30/2025,SEBZE,GREYFURT,KG,70,120.0,95.0
07/30/2025,SEBZE,KAYISI ,KG,40,100.0,70.0
07/30/2025,SEBZE,LİMON DİĞER ,KG,70,150.0,110.0
07/30/2025,SEBZE,MUZ  YERLI,KG,45,75.0,60.0
07/30/2025,SEBZE,NEKTARIN KIRMIZI,KG,50,100.0,75.0
07/30/2025,SEBZE,ŞEFTALI,KG,60,110.0,85.0
07/30/2025,SEBZE,ÜZÜM  SİYAH,KG,70,100.0,85.0
